question,answer
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Carnation varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Carnation varieties in 2008 was **1**. The certified varieties are: **Arka Flame**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Tuberose varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Tuberose varieties in 2005 was **1**. The certified varieties are: **Phule Rajani**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Chrysanthemum varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Chrysanthemum varieties in 2006 was **8**. The total count is 8.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Gladiolus varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Gladiolus varieties in 2006 was **2**. The certified varieties are: **Urvashi; Neelima**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Arecanut varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Arecanut varieties in 2006 was **1**. The certified varieties are: **VTL AH-1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cocoa varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cocoa varieties in 2006 was **1**. The certified varieties are: **VTL CH-4**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Potato varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Potato varieties in 2005 was **6**. The total count is 6.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Potato varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Potato varieties in 2008 was **4**. The certified varieties are: **Kufri Himsona; Kufri Sadabahar; Kufri Girdhari; Kufri Khyati**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Potato varieties were certified in 2009? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Potato varieties in 2009 was **1**. The certified varieties are: **Kufri Frysona**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Watermelon varieties were certified in 2003? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Watermelon varieties in 2003 was **1**. The certified varieties are: **Durgapura Lal (RW 177-3)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Watermelon varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Watermelon varieties in 2007 was **1**. The certified varieties are: **Thar Manak**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Amaranthus varieties were certified in 2003? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Amaranthus varieties in 2003 was **2**. The certified varieties are: **Konkan; Durangi**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Ash Gourd varieties were certified in 2003? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Ash Gourd varieties in 2003 was **1**. The certified varieties are: **Pusa Ujwal (DAG-1)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Pumpkin varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Pumpkin varieties in 2004 was **1**. The certified varieties are: **Sooraj (CM-350)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Pumpkin varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Pumpkin varieties in 2005 was **1**. The certified varieties are: **NDPK-24**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Brinjal varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Brinjal varieties in 2004 was **5**. The total count is 5.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Brinjal varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Brinjal varieties in 2005 was **2**. The certified varieties are: **Kashi Prakash(IVBT-1); Swarna Shobha(HABR-4)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Mushmelon varieties were certified in 2004? List the varieties if the count is less than 5.","The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Mushmelon varieties in 2004 was **1**. The certified varieties are: **RM-50, MHY-5**."
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Snap Melon varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Snap Melon varieties in 2004 was **1**. The certified varieties are: **Pusa Shandar (DSM-1)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Spong Gourd varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Spong Gourd varieties in 2004 was **1**. The certified varieties are: **Pusa Sneha**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Spong Gourd varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Spong Gourd varieties in 2005 was **2**. The certified varieties are: **Swarna Prabha(CHSG-1); Gujarat Sponge Gourd-1(JSGL-55)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Cauliflower varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Cauliflower varieties in 2004 was **3**. The certified varieties are: **Pusa Sharad (sel-303-1-2); Pusa Meghna (DC/98-2); Pusa Snowball K-25 (Kt-25)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Cauliflower varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Cauliflower varieties in 2005 was **1**. The certified varieties are: **Kashi Kuwari(IVCE-2)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Vegetable Muskard varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Vegetable Muskard varieties in 2004 was **1**. The certified varieties are: **Pusa Saag-1 (MR-704)**.
"What was the average daily rainfall in Maharashtra during the year 2019, and how many distinct Chilli varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Maharashtra in 2019 was **4.25 mm**. The number of certified Chilli varieties in 2004 was **1**. The certified varieties are: **Utkal Ava (BC-14-2)**.
